flash,ram,text,code,rodata,data,bss,dec,hex,filename,filename
2,0,2,2,0,0,0,2,`2,bk_adapter.c.obj (ex armino/tuyaos_adapter/libtuyaos_adapter.a),armino/tuyaos_adapter/libtuyaos_adapter.a
0,4,0,0,0,0,4,4,`4,tkl_cellular.c.obj (ex armino/tuyaos_adapter/libtuyaos_adapter.a),armino/tuyaos_adapter/libtuyaos_adapter.a
31330,3483,30284,24084,6200,1046,2437,33767,`83e7,armino/tuyaos_adapter/libtuyaos_adapter.a,armino/tuyaos_adapter/libtuyaos_adapter.a
117,85,32,32,0,85,0,117,`75,mpu_cfg.c.obj (ex armino/bk7258_ap/libbk7258_ap.a),armino/bk7258_ap/libbk7258_ap.a
1550,0,1550,1550,0,0,0,1550,`60e,sys_hal.c.obj (ex armino/bk7258_ap/libbk7258_ap.a),armino/bk7258_ap/libbk7258_ap.a
254,0,254,158,96,0,0,254,`fe,aon_pmu_hal.c.obj (ex armino/bk7258_ap/libbk7258_ap.a),armino/bk7258_ap/libbk7258_ap.a
112,0,112,112,0,0,0,112,`70,timer_hal.c.obj (ex armino/bk7258_ap/libbk7258_ap.a),armino/bk7258_ap/libbk7258_ap.a
590,4,590,536,54,0,4,594,`252,sys_pm_hal.c.obj (ex armino/bk7258_ap/libbk7258_ap.a),armino/bk7258_ap/libbk7258_ap.a
770,1,770,770,0,0,1,771,`303,i2s_hal.c.obj (ex armino/bk7258_ap/libbk7258_ap.a),armino/bk7258_ap/libbk7258_ap.a
160,0,160,32,128,0,0,160,`a0,jpeg_ll.c.obj (ex armino/bk7258_ap/libbk7258_ap.a),armino/bk7258_ap/libbk7258_ap.a
3553,90,3468,3190,278,85,5,3558,`de6,armino/bk7258_ap/libbk7258_ap.a,armino/bk7258_ap/libbk7258_ap.a
150,0,150,150,0,0,0,150,`96,wdt_hal.c.obj (ex armino/common/libcommon.a),armino/common/libcommon.a
2888,4,2888,1504,1384,0,4,2892,`b4c,gpio_hal.c.obj (ex armino/common/libcommon.a),armino/common/libcommon.a
1150,0,1150,1054,96,0,0,1150,`47e,mbox0_hal.c.obj (ex armino/common/libcommon.a),armino/common/libcommon.a
754,0,754,754,0,0,0,754,`2f2,lcd_disp_hal.c.obj (ex armino/common/libcommon.a),armino/common/libcommon.a
160,0,160,160,0,0,0,160,`a0,timer_hal.c.obj (ex armino/common/libcommon.a),armino/common/libcommon.a
498,0,498,460,38,0,0,498,`1f2,dma_hal.c.obj (ex armino/common/libcommon.a),armino/common/libcommon.a
24,0,24,24,0,0,0,24,`18,spi_hal.c.obj (ex armino/common/libcommon.a),armino/common/libcommon.a
576,0,576,576,0,0,0,576,`240,i2c_hal.c.obj (ex armino/common/libcommon.a),armino/common/libcommon.a
330,0,330,330,0,0,0,330,`14a,uart_hal.c.obj (ex armino/common/libcommon.a),armino/common/libcommon.a
2136,0,2136,2130,6,0,0,2136,`858,pwm_hal_v1px.c.obj (ex armino/common/libcommon.a),armino/common/libcommon.a
80,0,80,80,0,0,0,80,`50,trng_hal.c.obj (ex armino/common/libcommon.a),armino/common/libcommon.a
497,0,497,458,39,0,0,497,`1f1,qspi_hal.c.obj (ex armino/common/libcommon.a),armino/common/libcommon.a
308,0,308,308,0,0,0,308,`134,jpeg_hal.c.obj (ex armino/common/libcommon.a),armino/common/libcommon.a
518,0,518,518,0,0,0,518,`206,yuv_buf_hal.c.obj (ex armino/common/libcommon.a),armino/common/libcommon.a
664,0,664,664,0,0,0,664,`298,h264_hal.c.obj (ex armino/common/libcommon.a),armino/common/libcommon.a
6,0,6,6,0,0,0,6,`6,psram_hal.c.obj (ex armino/common/libcommon.a),armino/common/libcommon.a
24,0,24,24,0,0,0,24,`18,aud_hal.c.obj (ex armino/common/libcommon.a),armino/common/libcommon.a
64,0,64,64,0,0,0,64,`40,sdio_host_hal.c.obj (ex armino/common/libcommon.a),armino/common/libcommon.a
664,0,664,664,0,0,0,664,`298,dma2d_hal.c.obj (ex armino/common/libcommon.a),armino/common/libcommon.a
3264,224,3200,3036,164,64,160,3424,`d60,jpeg_dec_hal.c.obj (ex armino/common/libcommon.a),armino/common/libcommon.a
232,0,232,232,0,0,0,232,`e8,scale0_hal.c.obj (ex armino/common/libcommon.a),armino/common/libcommon.a
232,0,232,232,0,0,0,232,`e8,scale1_hal.c.obj (ex armino/common/libcommon.a),armino/common/libcommon.a
15219,228,15155,13428,1727,64,164,15383,`3c17,armino/common/libcommon.a,armino/common/libcommon.a
241,32,241,236,5,0,32,273,`111,system_main.c.obj (ex armino/bk_startup/libbk_startup.a),armino/bk_startup/libbk_startup.a
10,0,10,10,0,0,0,10,`a,rtos_init.c.obj (ex armino/bk_startup/libbk_startup.a),armino/bk_startup/libbk_startup.a
251,32,251,246,5,0,32,283,`11b,armino/bk_startup/libbk_startup.a,armino/bk_startup/libbk_startup.a
2428,17,2428,1950,478,0,17,2445,`98d,event.c.obj (ex armino/bk_event/libbk_event.a),armino/bk_event/libbk_event.a
2428,17,2428,1950,478,0,17,2445,`98d,armino/bk_event/libbk_event.a,armino/bk_event/libbk_event.a
2093,33,2092,1892,200,1,32,2125,`84d,audio_dbgtool_intf.c.obj (ex armino/bk_aud_param_ctrl/libbk_aud_param_ctrl.a),armino/bk_aud_param_ctrl/libbk_aud_param_ctrl.a
1200,40,1200,896,304,0,40,1240,`4d8,audio_param_ctrl.c.obj (ex armino/bk_aud_param_ctrl/libbk_aud_param_ctrl.a),armino/bk_aud_param_ctrl/libbk_aud_param_ctrl.a
3293,73,3292,2788,504,1,72,3365,`d25,armino/bk_aud_param_ctrl/libbk_aud_param_ctrl.a,armino/bk_aud_param_ctrl/libbk_aud_param_ctrl.a
3025,16,3025,2478,547,0,16,3041,`be1,aec_v3_algorithm.c.obj (ex armino/aec_v3_algorithm/libaec_v3_algorithm.a),armino/aec_v3_algorithm/libaec_v3_algorithm.a
3025,16,3025,2478,547,0,16,3041,`be1,armino/aec_v3_algorithm/libaec_v3_algorithm.a,armino/aec_v3_algorithm/libaec_v3_algorithm.a
4142,52,4142,2980,1162,0,52,4194,`1062,onboard_speaker_stream.c.obj (ex armino/onboard_speaker_stream/libonboard_speaker_stream.a),armino/onboard_speaker_stream/libonboard_speaker_stream.a
4142,52,4142,2980,1162,0,52,4194,`1062,armino/onboard_speaker_stream/libonboard_speaker_stream.a,armino/onboard_speaker_stream/libonboard_speaker_stream.a
3200,48,3200,2018,1182,0,48,3248,`cb0,onboard_mic_stream.c.obj (ex armino/onboard_mic_stream/libonboard_mic_stream.a),armino/onboard_mic_stream/libonboard_mic_stream.a
3200,48,3200,2018,1182,0,48,3248,`cb0,armino/onboard_mic_stream/libonboard_mic_stream.a,armino/onboard_mic_stream/libonboard_mic_stream.a
3608,56,3608,2556,1052,0,56,3664,`e50,onboard_dual_dmic_mic_stream.c.obj (ex armino/onboard_dual_dmic_mic_stream/libonboard_dual_dmic_mic_stream.a),armino/onboard_dual_dmic_mic_stream/libonboard_dual_dmic_mic_stream.a
3608,56,3608,2556,1052,0,56,3664,`e50,armino/onboard_dual_dmic_mic_stream/libonboard_dual_dmic_mic_stream.a,armino/onboard_dual_dmic_mic_stream/libonboard_dual_dmic_mic_stream.a
1542,797,778,778,0,764,33,1575,`627,pm.c.obj (ex armino/bk_pm/libbk_pm.a),armino/bk_pm/libbk_pm.a
48,0,48,48,0,0,0,48,`30,pm_misc.c.obj (ex armino/bk_pm/libbk_pm.a),armino/bk_pm/libbk_pm.a
1590,797,826,826,0,764,33,1623,`657,armino/bk_pm/libbk_pm.a,armino/bk_pm/libbk_pm.a
2959,12,2959,1764,1195,0,12,2971,`b9b,voice_cli.c.obj (ex armino/bk_voice_service/libbk_voice_service.a),armino/bk_voice_service/libbk_voice_service.a
8076,0,8076,4462,3614,0,0,8076,`1f8c,bk_voice_service.c.obj (ex armino/bk_voice_service/libbk_voice_service.a),armino/bk_voice_service/libbk_voice_service.a
1426,44,1426,900,526,0,44,1470,`5be,bk_voice_read_service.c.obj (ex armino/bk_voice_service/libbk_voice_service.a),armino/bk_voice_service/libbk_voice_service.a
2301,44,2301,1564,737,0,44,2345,`929,bk_voice_write_service.c.obj (ex armino/bk_voice_service/libbk_voice_service.a),armino/bk_voice_service/libbk_voice_service.a
14762,100,14762,8690,6072,0,100,14862,`3a0e,armino/bk_voice_service/libbk_voice_service.a,armino/bk_voice_service/libbk_voice_service.a
610,0,610,272,338,0,0,610,`262,ap_main.c.obj (ex armino/ap/libap.a),armino/ap/libap.a
610,0,610,272,338,0,0,610,`262,armino/ap/libap.a,armino/ap/libap.a
12692,0,12692,11022,1670,0,0,12692,`3194,aec.c.obj (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a
9090,0,9090,6970,2120,0,0,9090,`2382,aec_fft.c.obj (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a
16050,0,16050,15872,178,0,0,16050,`3eb2,gtcrn.c.obj (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a
900,0,900,900,0,0,0,900,`384,asm_pt_cv0.S.obj (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a
258,0,258,258,0,0,0,258,`102,asm_pt_cv1.S.obj (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a
170,0,170,170,0,0,0,170,`aa,asm_pt_cv2.S.obj (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a
116,0,116,116,0,0,0,116,`74,asm_pt2_cv.S.obj (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a
236,0,236,236,0,0,0,236,`ec,asm_dpt_cv3.S.obj (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a
218,0,218,218,0,0,0,218,`da,asm_dpt_cv4.S.obj (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a
164,0,164,164,0,0,0,164,`a4,asm_dpg_fc.S.obj (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a
342,0,342,342,0,0,0,342,`156,asm_inter_gru.S.obj (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a
268,0,268,268,0,0,0,268,`10c,asm_intra_gru.S.obj (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a
318,0,318,318,0,0,0,318,`13e,asm_dp2_cv.S.obj (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a
320,0,320,320,0,0,0,320,`140,asm_dp3_cv.S.obj (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a
320,0,320,320,0,0,0,320,`140,asm_dp4_cv.S.obj (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a
100,0,100,100,0,0,0,100,`64,asm_buf_mv.S.obj (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a
64,0,64,64,0,0,0,64,`40,asm_tra_act.S.obj (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a
88,0,88,88,0,0,0,88,`58,asm_tra_out.S.obj (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a
8672,0,8672,0,8672,0,0,8672,`21e0,aec_data.c.obj (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a
50912,0,50912,0,50912,0,0,50912,`c6e0,gtcrn_data.c.obj (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a
101298,0,101298,37746,63552,0,0,101298,`18bb2,/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a,/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a
3397,9,3397,3168,229,0,9,3406,`d4e,rtos_pub_smp.c.obj (ex armino/bk_rtos/libbk_rtos.a),armino/bk_rtos/libbk_rtos.a
1111,0,1111,416,695,0,0,1111,`457,rtos_debug.c.obj (ex armino/bk_rtos/libbk_rtos.a),armino/bk_rtos/libbk_rtos.a
970,0,970,754,216,0,0,970,`3ca,mem_arch.c.obj (ex armino/bk_rtos/libbk_rtos.a),armino/bk_rtos/libbk_rtos.a
128,0,128,118,10,0,0,128,`80,str_arch.c.obj (ex armino/bk_rtos/libbk_rtos.a),armino/bk_rtos/libbk_rtos.a
281,0,281,194,87,0,0,281,`119,platform_stub.c.obj (ex armino/bk_rtos/libbk_rtos.a),armino/bk_rtos/libbk_rtos.a
449,4,449,410,39,0,4,453,`1c5,pthread_local_storage.c.obj (ex armino/bk_rtos/libbk_rtos.a),armino/bk_rtos/libbk_rtos.a
6336,13,6336,5060,1276,0,13,6349,`18cd,armino/bk_rtos/libbk_rtos.a,armino/bk_rtos/libbk_rtos.a
531,84,447,342,105,84,0,531,`213,video_osi_wrapper.c.obj (ex armino/media_service/libmedia_service.a),armino/media_service/libmedia_service.a
342,52,290,226,64,52,0,342,`156,audio_osi_wrapper.c.obj (ex armino/media_service/libmedia_service.a),armino/media_service/libmedia_service.a
541,24,541,364,177,0,24,565,`235,media_service.c.obj (ex armino/media_service/libmedia_service.a),armino/media_service/libmedia_service.a
1414,160,1278,932,346,136,24,1438,`59e,armino/media_service/libmedia_service.a,armino/media_service/libmedia_service.a
1039,0,1039,920,119,0,0,1039,`40f,event_groups.c.obj (ex armino/os_source/libos_source.a),armino/os_source/libos_source.a
138,0,138,138,0,0,0,138,`8a,list.c.obj (ex armino/os_source/libos_source.a),armino/os_source/libos_source.a
3168,0,3168,2842,326,0,0,3168,`c60,queue.c.obj (ex armino/os_source/libos_source.a),armino/os_source/libos_source.a
8813,408,8813,8126,687,0,408,9221,`2405,tasks.c.obj (ex armino/os_source/libos_source.a),armino/os_source/libos_source.a
1560,404,1560,1386,174,0,404,1964,`7ac,timers.c.obj (ex armino/os_source/libos_source.a),armino/os_source/libos_source.a
3051,132,3051,2596,455,0,132,3183,`c6f,heap_4.c.obj (ex armino/os_source/libos_source.a),armino/os_source/libos_source.a
1357,53,1356,1234,122,1,52,1409,`581,port.c.obj (ex armino/os_source/libos_source.a),armino/os_source/libos_source.a
216,0,216,216,0,0,0,216,`d8,portasm.c.obj (ex armino/os_source/libos_source.a),armino/os_source/libos_source.a
19342,997,19341,17458,1883,1,996,20338,`4f72,armino/os_source/libos_source.a,armino/os_source/libos_source.a
2341,8,2341,1604,737,0,8,2349,`92d,lcd_display_service.c.obj (ex armino/display_service/libdisplay_service.a),armino/display_service/libdisplay_service.a
712,17,712,392,320,0,17,729,`2d9,lcd_qspi_display_service.c.obj (ex armino/display_service/libdisplay_service.a),armino/display_service/libdisplay_service.a
1847,24,1823,1508,315,24,0,1847,`737,lcd_spi_display_service.c.obj (ex armino/display_service/libdisplay_service.a),armino/display_service/libdisplay_service.a
4900,49,4876,3504,1372,24,25,4925,`133d,armino/display_service/libdisplay_service.a,armino/display_service/libdisplay_service.a
4633,648,4633,2340,2293,0,648,5281,`14a1,cm_backtrace.c.obj (ex armino/coredump/libcoredump.a),armino/coredump/libcoredump.a
4633,648,4633,2340,2293,0,648,5281,`14a1,armino/coredump/libcoredump.a,armino/coredump/libcoredump.a
1145,160,1145,864,281,0,160,1305,`519,bk_modem_main.c.obj (ex armino/bk_modem/libbk_modem.a),armino/bk_modem/libbk_modem.a
252,1,251,164,87,1,0,252,`fc,bk_modem_usbh_if.c.obj (ex armino/bk_modem/libbk_modem.a),armino/bk_modem/libbk_modem.a
2641,48,2641,1754,887,0,48,2689,`a81,bk_modem_uart.c.obj (ex armino/bk_modem/libbk_modem.a),armino/bk_modem/libbk_modem.a
3778,294,3774,2312,1462,4,290,4068,`fe4,bk_modem_at_cmd.c.obj (ex armino/bk_modem/libbk_modem.a),armino/bk_modem/libbk_modem.a
3076,6,3076,2070,1006,0,6,3082,`c0a,bk_modem_dte.c.obj (ex armino/bk_modem/libbk_modem.a),armino/bk_modem/libbk_modem.a
1785,4,1785,972,813,0,4,1789,`6fd,bk_modem_netif.c.obj (ex armino/bk_modem/libbk_modem.a),armino/bk_modem/libbk_modem.a
228,0,228,228,0,0,0,228,`e4,bk_modem_dce.c.obj (ex armino/bk_modem/libbk_modem.a),armino/bk_modem/libbk_modem.a
12905,513,12900,8364,4536,5,508,13413,`3465,armino/bk_modem/libbk_modem.a,armino/bk_modem/libbk_modem.a
616,7,616,540,76,0,7,623,`26f,usb_driver.c.obj (ex armino/bk_usb/libbk_usb.a),armino/bk_usb/libbk_usb.a
3023,1124,3015,2074,941,8,1116,4139,`102b,usbh_core.c.obj (ex armino/bk_usb/libbk_usb.a),armino/bk_usb/libbk_usb.a
4383,729,4383,4322,61,0,729,5112,`13f8,usb_hc_beken_musb.c.obj (ex armino/bk_usb/libbk_usb.a),armino/bk_usb/libbk_usb.a
4218,73,4218,3346,872,0,73,4291,`10c3,usbh_hub.c.obj (ex armino/bk_usb/libbk_usb.a),armino/bk_usb/libbk_usb.a
1612,132,1612,1530,82,0,132,1744,`6d0,usbh_video.c.obj (ex armino/bk_usb/libbk_usb.a),armino/bk_usb/libbk_usb.a
2038,1900,2038,1890,148,0,1900,3938,`f62,usbh_audio.c.obj (ex armino/bk_usb/libbk_usb.a),armino/bk_usb/libbk_usb.a
1058,41,1058,880,178,0,41,1099,`44b,usbh_msc.c.obj (ex armino/bk_usb/libbk_usb.a),armino/bk_usb/libbk_usb.a
1253,4,1253,948,305,0,4,1257,`4e9,usbh_cdc_acm.c.obj (ex armino/bk_usb/libbk_usb.a),armino/bk_usb/libbk_usb.a
1155,321,1155,1038,117,0,321,1476,`5c4,usbh_ch34x.c.obj (ex armino/bk_usb/libbk_usb.a),armino/bk_usb/libbk_usb.a
887,65,887,748,139,0,65,952,`3b8,bk_cherry_usb_cdc_acm_api.c.obj (ex armino/bk_usb/libbk_usb.a),armino/bk_usb/libbk_usb.a
1561,537,1561,1052,509,0,537,2098,`832,bk_usb_cdc_modem.c.obj (ex armino/bk_usb/libbk_usb.a),armino/bk_usb/libbk_usb.a
140,0,140,140,0,0,0,140,`8c,usb_osal_adaptor.c.obj (ex armino/bk_usb/libbk_usb.a),armino/bk_usb/libbk_usb.a
4528,1044,4528,3536,992,0,1044,5572,`15c4,bk_usbh_hub_multiple_classes_api.c.obj (ex armino/bk_usb/libbk_usb.a),armino/bk_usb/libbk_usb.a
26472,5977,26464,22044,4420,8,5969,32441,`7eb9,armino/bk_usb/libbk_usb.a,armino/bk_usb/libbk_usb.a
288,0,288,32,256,0,0,288,`120,avdk_crc.c.obj (ex armino/avdk_utils/libavdk_utils.a),armino/avdk_utils/libavdk_utils.a
288,0,288,32,256,0,0,288,`120,armino/avdk_utils/libavdk_utils.a,armino/avdk_utils/libavdk_utils.a
2750,8,2750,2024,726,0,8,2758,`ac6,media_cli.c.obj (ex armino/multimedia/libmultimedia.a),armino/multimedia/libmultimedia.a
850,4,850,524,326,0,4,854,`356,camera_handle_list.c.obj (ex armino/multimedia/libmultimedia.a),armino/multimedia/libmultimedia.a
1472,4,1472,996,476,0,4,1476,`5c4,media_app.c.obj (ex armino/multimedia/libmultimedia.a),armino/multimedia/libmultimedia.a
4232,4,4232,3224,1008,0,4,4236,`108c,frame_buffer.c.obj (ex armino/multimedia/libmultimedia.a),armino/multimedia/libmultimedia.a
261,4,261,210,51,0,4,265,`109,camera_act.c.obj (ex armino/multimedia/libmultimedia.a),armino/multimedia/libmultimedia.a
396,0,396,208,188,0,0,396,`18c,net_camera.c.obj (ex armino/multimedia/libmultimedia.a),armino/multimedia/libmultimedia.a
198,24,174,174,0,24,0,198,`c6,dvp.c.obj (ex armino/multimedia/libmultimedia.a),armino/multimedia/libmultimedia.a
327,24,303,256,47,24,0,327,`147,uvc.c.obj (ex armino/multimedia/libmultimedia.a),armino/multimedia/libmultimedia.a
977,4,977,660,317,0,4,981,`3d5,transfer_act.c.obj (ex armino/multimedia/libmultimedia.a),armino/multimedia/libmultimedia.a
2670,73,2670,1624,1046,0,73,2743,`ab7,img_service.c.obj (ex armino/multimedia/libmultimedia.a),armino/multimedia/libmultimedia.a
578,12,578,406,172,0,12,590,`24e,bk_rotate.c.obj (ex armino/multimedia/libmultimedia.a),armino/multimedia/libmultimedia.a
4819,32,4819,3466,1353,0,32,4851,`12f3,yuv_rotate_pipeline.c.obj (ex armino/multimedia/libmultimedia.a),armino/multimedia/libmultimedia.a
219,16,219,136,83,0,16,235,`eb,bk_decode.c.obj (ex armino/multimedia/libmultimedia.a),armino/multimedia/libmultimedia.a
1453,123,1453,1080,373,0,123,1576,`628,bk_scale.c.obj (ex armino/multimedia/libmultimedia.a),armino/multimedia/libmultimedia.a
6207,32,6207,5014,1193,0,32,6239,`185f,jpeg_decode_pipeline.c.obj (ex armino/multimedia/libmultimedia.a),armino/multimedia/libmultimedia.a
986,7,985,620,365,1,6,992,`3e0,uvc_pipeline_act.c.obj (ex armino/multimedia/libmultimedia.a),armino/multimedia/libmultimedia.a
411,0,411,340,71,0,0,411,`19b,jpeg_decode_list.c.obj (ex armino/multimedia/libmultimedia.a),armino/multimedia/libmultimedia.a
1248,4,1248,824,424,0,4,1252,`4e4,jpeg_get_pipeline.c.obj (ex armino/multimedia/libmultimedia.a),armino/multimedia/libmultimedia.a
5055,8,5055,3840,1215,0,8,5063,`13c7,h264_encode_pipeline.c.obj (ex armino/multimedia/libmultimedia.a),armino/multimedia/libmultimedia.a
1522,8,1522,1118,404,0,8,1530,`5fa,sw_rotate.c.obj (ex armino/multimedia/libmultimedia.a),armino/multimedia/libmultimedia.a
14669,13192,1597,956,641,13072,120,14789,`39c5,sw_decode_cp2.c.obj (ex armino/multimedia/libmultimedia.a),armino/multimedia/libmultimedia.a
14590,13192,1518,932,586,13072,120,14710,`3976,sw_decode.c.obj (ex armino/multimedia/libmultimedia.a),armino/multimedia/libmultimedia.a
0,8,0,0,0,0,8,8,`8,media_mem_share.c.obj (ex armino/multimedia/libmultimedia.a),armino/multimedia/libmultimedia.a
65890,26783,39697,28632,11065,26193,590,66480,`103b0,armino/multimedia/libmultimedia.a,armino/multimedia/libmultimedia.a
2125,396,1729,1632,97,396,0,2125,`84d,bluetooth.c.obj (ex armino/bk_bluetooth/libbk_bluetooth.a),armino/bk_bluetooth/libbk_bluetooth.a
423,9,423,220,203,0,9,432,`1b0,bt_main.c.obj (ex armino/bk_bluetooth/libbk_bluetooth.a),armino/bk_bluetooth/libbk_bluetooth.a
1948,20,1948,1212,736,0,20,1968,`7b0,bt_ipc_core.c.obj (ex armino/bk_bluetooth/libbk_bluetooth.a),armino/bk_bluetooth/libbk_bluetooth.a
